Date,dividend_growth
2021-08-29,12.32876
2021-08-30,9.24657
2021-08-31,15.41095
2021-09-01,14.04109
2021-09-02,11.30136
2021-09-03,17.12328
2021-09-04,9.58904
2021-09-05,9.24657
2021-09-06,14.04109
2021-09-07,15.41095
2021-09-08,9.24657
2021-09-09,9.9315
2021-09-10,13.69863
2021-09-11,10.27397
2021-09-12,10.61643
2021-09-13,10.9589
2021-09-14,9.58904
2021-09-15,11.64383
2021-09-16,11.9863
2021-09-17,8.9041
2021-09-18,8.56164
2021-09-19,8.21917
2021-09-20,6.84931
2021-09-21,9.58904
2021-09-22,11.64383
2021-09-23,14.72602
2021-09-24,17.12328
2021-09-25,11.30136
2021-09-26,13.35616
2021-09-27,15.06849
2021-09-28,12.67123
2021-09-29,13.01369
2021-09-30,7.53424
2021-10-01,5.47945
2021-10-02,8.56164
2021-10-03,9.58904
2021-10-04,8.9041
2021-10-05,6.84931
2021-10-06,9.24657
2021-10-07,7.19178
2021-10-08,8.56164
2021-10-09,12.32876
2021-10-10,7.53424
2021-10-11,9.9315
2021-10-12,9.58904
2021-10-13,7.19178
2021-10-14,7.87671
2021-10-15,8.56164
2021-10-16,15.75342
2021-10-17,14.38356
2021-10-18,8.9041
2021-10-19,9.58904
2021-10-20,7.19178
2021-10-21,11.64383
2021-10-22,10.9589
2021-10-23,13.35616
2021-10-24,8.9041
2021-10-25,14.72602
2021-10-26,14.04109
2021-10-27,15.06849
2021-10-28,7.53424
2021-10-29,10.61643
2021-10-30,7.53424
2021-10-31,6.50684
2021-11-01,6.50684
2021-11-02,8.21917
2021-11-03,13.35616
2021-11-04,13.69863
2021-11-05,8.56164
2021-11-06,11.30136
2021-11-07,4.10958
2021-11-08,9.58904
2021-11-09,7.87671
2021-11-10,10.9589
2021-11-11,11.30136
2021-11-12,9.24657
2021-11-13,7.87671
2021-11-14,6.84931
2021-11-15,6.84931
2021-11-16,7.53424
2021-11-17,12.67123
2021-11-18,8.9041
2021-11-19,14.04109
2021-11-20,5.13698
2021-11-21,4.79452
2021-11-22,8.21917
2021-11-23,8.21917
2021-11-24,13.35616
2021-11-25,10.27397
2021-11-26,5.82191
2021-11-27,6.16438
2021-11-28,9.9315
2021-11-29,8.9041
2021-11-30,15.75342
2021-12-01,7.19178
2021-12-02,3.08219
2021-12-03,7.87671
2021-12-04,4.79452
2021-12-05,8.21917
2021-12-06,9.24657
2021-12-07,9.58904
2021-12-08,8.56164
2021-12-09,8.21917
2021-12-10,25.0
2021-12-11,11.9863
2021-12-12,8.21917
2021-12-13,100.0
2021-12-14,40.06849
2021-12-15,23.9726
2021-12-16,19.52054
2021-12-17,14.04109
2021-12-18,11.64383
2021-12-19,14.72602
2021-12-20,15.41095
2021-12-21,11.9863
2021-12-22,17.46575
2021-12-23,16.09589
2021-12-24,17.80821
2021-12-25,11.30136
2021-12-26,18.15068
2021-12-27,46.9178
2021-12-28,38.01369
2021-12-29,15.41095
2021-12-30,7.53424
2021-12-31,13.01369
2022-01-01,7.87671
2022-01-02,8.56164
2022-01-03,8.9041
2022-01-04,9.24657
2022-01-05,10.61643
2022-01-06,10.27397
2022-01-07,9.58904
2022-01-08,10.27397
2022-01-09,16.09589
2022-01-10,11.64383
2022-01-11,12.32876
2022-01-12,8.9041
2022-01-13,9.9315
2022-01-14,11.64383
2022-01-15,10.9589
2022-01-16,8.9041
2022-01-17,7.19178
2022-01-18,5.82191
2022-01-19,6.16438
2022-01-20,12.32876
2022-01-21,7.53424
2022-01-22,11.9863
2022-01-23,8.56164
2022-01-24,9.9315
2022-01-25,6.84931
2022-01-26,10.27397
2022-01-27,6.50684
2022-01-28,12.32876
2022-01-29,6.16438
2022-01-30,7.19178
2022-01-31,7.87671
2022-02-01,7.87671
2022-02-02,12.67123
2022-02-03,11.64383
2022-02-04,13.69863
2022-02-05,12.32876
2022-02-06,10.61643
2022-02-07,65.06849
2022-02-08,24.31506
2022-02-09,14.04109
2022-02-10,16.78082
2022-02-11,8.56164
2022-02-12,13.01369
2022-02-13,17.12328
2022-02-14,18.49315
2022-02-15,15.75342
2022-02-16,14.04109
2022-02-17,21.23287
2022-02-18,16.43835
2022-02-19,10.61643
2022-02-20,7.53424
2022-02-21,17.46575
2022-02-22,17.12328
2022-02-23,17.80821
2022-02-24,10.9589
2022-02-25,10.27397
2022-02-26,17.12328
2022-02-27,14.72602
2022-02-28,12.67123
2022-03-01,10.27397
2022-03-02,22.9452
2022-03-03,17.80821
2022-03-04,18.15068
2022-03-05,17.46575
2022-03-06,10.9589
2022-03-07,11.9863
2022-03-08,11.64383
2022-03-09,9.58904
2022-03-10,12.67123
2022-03-11,15.06849
2022-03-12,14.04109
2022-03-13,12.67123
2022-03-14,10.9589
2022-03-15,15.41095
2022-03-16,16.43835
2022-03-17,17.80821
2022-03-18,14.04109
2022-03-19,27.05479
2022-03-20,19.86301
2022-03-21,18.83561
2022-03-22,18.49315
2022-03-23,10.27397
2022-03-24,13.69863
2022-03-25,15.06849
2022-03-26,14.04109
2022-03-27,20.20547
2022-03-28,14.04109
2022-03-29,17.80821
2022-03-30,19.17808
2022-03-31,14.38356
2022-04-01,17.80821
2022-04-02,19.17808
2022-04-03,17.12328
2022-04-04,9.58904
2022-04-05,20.89041
2022-04-06,17.12328
2022-04-07,15.41095
2022-04-08,11.9863
2022-04-09,11.30136
2022-04-10,17.12328
2022-04-11,11.30136
2022-04-12,17.12328
2022-04-13,14.04109
2022-04-14,14.72602
2022-04-15,10.9589
2022-04-16,15.41095
2022-04-17,15.41095
2022-04-18,12.32876
2022-04-19,11.9863
2022-04-20,32.19178
2022-04-21,22.26027
2022-04-22,13.69863
2022-04-23,12.67123
2022-04-24,19.17808
2022-04-25,21.23287
2022-04-26,15.75342
2022-04-27,9.24657
2022-04-28,8.9041
2022-04-29,16.43835
2022-04-30,10.9589
2022-05-01,7.87671
2022-05-02,11.9863
2022-05-03,10.61643
2022-05-04,13.35616
2022-05-05,10.9589
2022-05-06,15.06849
2022-05-07,12.32876
2022-05-08,10.61643
2022-05-09,10.27397
2022-05-10,9.9315
2022-05-11,11.64383
2022-05-12,6.16438
2022-05-13,14.04109
2022-05-14,10.9589
2022-05-15,16.78082
2022-05-16,15.06849
2022-05-17,12.67123
2022-05-18,10.27397
2022-05-19,11.64383
2022-05-20,6.84931
2022-05-21,11.9863
2022-05-22,10.61643
2022-05-23,7.19178
2022-05-24,8.9041
2022-05-25,8.56164
2022-05-26,12.67123
2022-05-27,10.61643
2022-05-28,8.21917
2022-05-29,11.64383
2022-05-30,11.64383
2022-05-31,11.64383
2022-06-01,5.82191
2022-06-02,7.19178
2022-06-03,12.67123
2022-06-04,15.41095
2022-06-05,10.27397
2022-06-06,13.69863
2022-06-07,9.9315
2022-06-08,11.30136
2022-06-09,7.87671
2022-06-10,10.9589
2022-06-11,9.9315
2022-06-12,11.64383
2022-06-13,13.35616
2022-06-14,10.61643
2022-06-15,8.56164
2022-06-16,9.24657
2022-06-17,9.9315
2022-06-18,13.01369
2022-06-19,8.9041
2022-06-20,9.24657
2022-06-21,11.64383
2022-06-22,10.27397
2022-06-23,9.9315
2022-06-24,9.9315
2022-06-25,10.9589
2022-06-26,15.41095
2022-06-27,8.21917
2022-06-28,10.27397
2022-06-29,9.9315
2022-06-30,11.9863
2022-07-01,3.08219
2022-07-02,5.47945
2022-07-03,14.38356
2022-07-04,10.9589
2022-07-05,13.35616
2022-07-06,9.58904
2022-07-07,8.56164
2022-07-08,9.58904
2022-07-09,6.16438
2022-07-10,11.64383
2022-07-11,9.9315
2022-07-12,9.24657
2022-07-13,9.58904
2022-07-14,9.58904
2022-07-15,9.9315
2022-07-16,7.87671
2022-07-17,9.58904
2022-07-18,17.80821
2022-07-19,6.50684
2022-07-20,14.38356
2022-07-21,15.06849
2022-07-22,13.01369
2022-07-23,10.27397
2022-07-24,12.67123
2022-07-25,17.12328
2022-07-26,20.20547
2022-07-27,16.09589
2022-07-28,8.21917
2022-07-29,13.01369
2022-07-30,15.06849
2022-07-31,8.9041
2022-08-01,16.09589
2022-08-02,11.9863
2022-08-03,8.9041
2022-08-04,11.30136
2022-08-05,12.67123
2022-08-06,9.24657
2022-08-07,7.19178
2022-08-08,10.9589
2022-08-09,12.32876
2022-08-10,12.67123
2022-08-11,10.9589
2022-08-12,13.01369
2022-08-13,6.84931
2022-08-14,17.12328
2022-08-15,13.01369
2022-08-16,13.69863
2022-08-17,22.9452
2022-08-18,12.32876
2022-08-19,13.01369
2022-08-20,9.58904
2022-08-21,15.41095
2022-08-22,13.35616
2022-08-23,17.46575
2022-08-24,11.30136
2022-08-25,9.58904
2022-08-26,11.30136
2022-08-27,11.30136
2022-08-28,15.06849
2022-08-29,13.35616
2022-08-30,14.38356
2022-08-31,12.67123
2022-09-01,14.72602
2022-09-02,14.04109
2022-09-03,15.06849
2022-09-04,12.67123
2022-09-05,13.35616
2022-09-06,6.50684
2022-09-07,6.84931
2022-09-08,7.19178
2022-09-09,6.16438
2022-09-10,5.47945
2022-09-11,4.10958
2022-09-12,13.35616
2022-09-13,9.24657
2022-09-14,4.79452
2022-09-15,9.24657
2022-09-16,7.87671
2022-09-17,6.84931
2022-09-18,9.9315
2022-09-19,6.84931
2022-09-20,8.21917
2022-09-21,7.53424
2022-09-22,8.21917
2022-09-23,5.13698
2022-09-24,7.87671
2022-09-25,9.24657
2022-09-26,7.53424
2022-09-27,5.82191
2022-09-28,18.49315
2022-09-29,11.9863
2022-09-30,7.19178
2022-10-01,4.79452
2022-10-02,4.10958
2022-10-03,4.79452
2022-10-04,5.13698
2022-10-05,8.56164
2022-10-06,10.9589
2022-10-07,4.45205
2022-10-08,6.50684
2022-10-09,8.9041
2022-10-10,3.76712
2022-10-11,5.47945
2022-10-12,5.47945
2022-10-13,4.79452
2022-10-14,3.76712
2022-10-15,8.9041
2022-10-16,4.45205
2022-10-17,6.84931
2022-10-18,9.9315
2022-10-19,9.58904
2022-10-20,8.21917
2022-10-21,5.47945
2022-10-22,3.42465
2022-10-23,7.87671
2022-10-24,4.79452
2022-10-25,9.58904
2022-10-26,9.58904
2022-10-27,11.9863
2022-10-28,5.82191
2022-10-29,6.16438
2022-10-30,5.82191
2022-10-31,9.58904
2022-11-01,7.53424
2022-11-02,5.13698
2022-11-03,6.84931
2022-11-04,5.13698
2022-11-05,5.13698
2022-11-06,6.50684
2022-11-07,5.82191
2022-11-08,12.32876
2022-11-09,6.84931
2022-11-10,4.10958
2022-11-11,5.47945
2022-11-12,2.05479
2022-11-13,7.19178
2022-11-14,6.16438
2022-11-15,9.9315
2022-11-16,9.24657
2022-11-17,5.13698
2022-11-18,5.13698
2022-11-19,3.42465
2022-11-20,6.84931
2022-11-21,4.79452
2022-11-22,3.76712
2022-11-23,6.16438
2022-11-24,2.05479
2022-11-25,7.19178
2022-11-26,5.13698
2022-11-27,6.84931
2022-11-28,3.76712
2022-11-29,4.79452
2022-11-30,3.42465
2022-12-01,5.82191
2022-12-02,8.56164
2022-12-03,2.73972
2022-12-04,7.19178
2022-12-05,5.82191
2022-12-06,3.76712
2022-12-07,5.47945
2022-12-08,4.45205
2022-12-09,4.79452
2022-12-10,5.82191
2022-12-11,3.76712
2022-12-12,5.13698
2022-12-13,6.16438
2022-12-14,8.56164
2022-12-15,5.47945
2022-12-16,6.16438
2022-12-17,4.10958
2022-12-18,6.50684
2022-12-19,8.21917
2022-12-20,6.84931
2022-12-21,3.76712
2022-12-22,9.58904
2022-12-23,12.67123
2022-12-24,8.9041
2022-12-25,6.50684
2022-12-26,12.32876
2022-12-27,6.84931
2022-12-28,10.61643
2022-12-29,7.87671
2022-12-30,3.42465
2022-12-31,1.71232
2023-01-01,1.71232
2023-01-02,4.45205
2023-01-03,9.58904
2023-01-04,2.73972
2023-01-05,9.24657
2023-01-06,8.21917
2023-01-07,3.76712
2023-01-08,7.19178
2023-01-09,8.9041
2023-01-10,8.21917
2023-01-11,9.9315
2023-01-12,10.9589
2023-01-13,6.50684
2023-01-14,8.21917
2023-01-15,10.61643
2023-01-16,11.30136
2023-01-17,10.61643
2023-01-18,5.47945
2023-01-19,9.9315
2023-01-20,8.9041
2023-01-21,6.84931
2023-01-22,6.84931
2023-01-23,6.16438
2023-01-24,9.58904
2023-01-25,9.9315
2023-01-26,11.9863
2023-01-27,12.67123
2023-01-28,10.61643
2023-01-29,16.09589
2023-01-30,15.75342
2023-01-31,19.17808
2023-02-01,17.12328
2023-02-02,19.52054
2023-02-03,16.09589
2023-02-04,18.83561
2023-02-05,18.15068
2023-02-06,13.69863
2023-02-07,19.17808
2023-02-08,25.0
2023-02-09,28.76712
2023-02-10,19.52054
2023-02-11,11.64383
2023-02-12,16.09589
2023-02-13,15.41095
2023-02-14,21.23287
2023-02-15,16.43835
2023-02-16,10.9589
2023-02-17,18.49315
2023-02-18,15.41095
2023-02-19,15.06849
2023-02-20,12.67123
2023-02-21,8.56164
2023-02-22,4.79452
2023-02-23,9.58904
2023-02-24,9.24657
2023-02-25,5.82191
2023-02-26,11.9863
