Date,Balance
2022/07/19,"285,838"
2022/07/20,"284,893"
2022/07/21,"283,948"
2022/07/22,"283,948"
2022/07/25,"282,531"
2022/07/26,"281,114"
2022/07/27,"282,059"
2022/07/28,"282,059"
2022/07/29,"283,004"
2022/08/01,"283,476"
2022/08/02,"283,476"
2022/08/03,"282,531"
2022/08/04,"282,059"
2022/08/05,"283,004"
2022/08/08,"283,004"
2022/08/09,"283,004"
2022/08/10,"283,004"
2022/08/11,"283,948"
2022/08/12,"283,948"
2022/08/16,"283,948"
2022/08/17,"283,004"
2022/08/18,"283,476"
2022/08/19,"283,476"
2022/08/22,"282,059"
2022/08/23,"278,279"
2022/08/24,"274,027"
2022/08/25,"267,885"
2022/08/26,"263,633"
2022/08/29,"258,908"
2022/08/30,"255,601"
2022/08/31,"257,018"
2022/09/01,"257,018"
2022/09/02,"255,601"
2022/09/05,"256,073"
2022/09/06,"258,908"
2022/09/07,"260,798"
2022/09/08,"261,270"
2022/09/13,"261,270"
2022/09/14,"261,743"
2022/09/15,"261,743"
2022/09/16,"258,436"
2022/09/19,"257,491"
2022/09/20,"257,491"
2022/09/21,"257,491"
2022/09/22,"257,491"
2022/09/23,"257,491"
2022/09/26,"258,436"
2022/09/27,"258,436"
2022/09/28,"258,436"
2022/09/29,"259,853"
2022/09/30,"261,270"
2022/10/04,"261,270"
2022/10/05,"261,270"
2022/10/06,"261,270"
2022/10/07,"259,853"
2022/10/11,"258,908"
2022/10/12,"258,908"
2022/10/13,"259,381"
2022/10/14,"261,270"
2022/10/17,"261,270"
2022/10/18,"261,270"
2022/10/19,"260,325"
2022/10/20,"260,325"
2022/10/21,"259,853"
2022/10/24,"261,270"
2022/10/25,"261,743"
2022/10/26,"260,798"
2022/10/27,"259,381"
2022/10/28,"259,381"
2022/10/31,"259,381"
2022/11/01,"258,436"
2022/11/02,"257,491"
2022/11/03,"256,546"
2022/11/04,"256,546"
2022/11/07,"256,073"
2022/11/08,"256,546"
2022/11/09,"256,546"
2022/11/10,"256,546"
2022/11/11,"257,491"
2022/11/14,"256,546"
2022/11/15,"256,073"
2022/11/16,"252,294"
2022/11/17,"251,821"
2022/11/18,"252,294"
2022/11/21,"250,876"
2022/11/22,"251,349"
2022/11/23,"251,349"
2022/11/24,"251,349"
2022/11/25,"250,404"
2022/11/28,"250,876"
2022/11/29,"250,876"
2022/11/30,"250,876"
2022/12/01,"251,821"
2022/12/02,"251,821"
2022/12/05,"318,911"
2022/12/06,"315,603"
2022/12/07,"314,658"
2022/12/08,"314,658"
2022/12/09,"314,186"
2022/12/12,"314,186"
2022/12/13,"314,186"
2022/12/14,"312,769"
2022/12/15,"309,934"
2022/12/16,"309,461"
2022/12/19,"309,461"
2022/12/20,"309,461"
2022/12/21,"309,934"
2022/12/22,"309,934"
2022/12/23,"309,461"
2022/12/26,"309,461"
2022/12/27,"309,461"
2022/12/28,"309,461"
2022/12/29,"308,989"
2022/12/30,"308,989"
2023/01/02,"308,989"
2023/01/03,"308,044"
2023/01/04,"307,571"
2023/01/05,"307,571"
2023/01/06,"307,571"
2023/01/09,"307,099"
2023/01/10,"303,792"
2023/01/11,"299,540"
2023/01/12,"297,650"
2023/01/13,"297,177"
2023/01/16,"296,705"
2023/01/17,"296,705"
2023/01/18,"297,177"
2023/01/19,"292,453"
2023/01/20,"290,563"
2023/01/25,"289,618"
2023/01/26,"289,146"
2023/01/27,"289,146"
2023/01/30,"289,146"
2023/01/31,"287,256"
2023/02/01,"287,728"
2023/02/02,"286,311"
2023/02/03,"286,311"
2023/02/06,"296,232"
2023/02/07,"316,548"
2023/02/08,"315,131"
2023/02/09,"334,502"
2023/02/10,"325,525"
2023/02/13,"325,525"
2023/02/14,"327,415"
2023/02/15,"327,415"
2023/02/16,"327,415"
2023/02/17,"328,360"
2023/02/20,"331,194"
2023/02/21,"333,557"
2023/02/22,"334,029"
2023/02/23,"335,447"
2023/02/24,"337,336"
2023/02/27,"337,809"
