Date,dividend_stocks
2019-02-12,6.16079
2019-02-13,6.68511
2019-02-14,6.20448
2019-02-15,5.27235
2019-02-16,4.36935
2019-02-17,4.76259
2019-02-18,6.23361
2019-02-19,6.61229
2019-02-20,6.69967
2019-02-21,5.88406
2019-02-22,5.47625
2019-02-23,5.35974
2019-02-24,4.61695
2019-02-25,5.30148
2019-02-26,5.8695
2019-02-27,6.23361
2019-02-28,5.418
2019-03-01,3.58287
2019-03-02,3.21875
2019-03-03,3.45179
2019-03-04,5.14127
2019-03-05,5.43256
2019-03-06,7.98135
2019-03-07,5.79667
2019-03-08,5.50538
2019-03-09,3.67025
2019-03-10,4.23827
2019-03-11,5.418
2019-03-12,6.05884
2019-03-13,5.50538
2019-03-14,5.49082
2019-03-15,5.75298
2019-03-16,3.8159
2019-03-17,4.34022
2019-03-18,4.9665
2019-03-19,5.84037
2019-03-20,5.88406
2019-03-21,5.91319
2019-03-22,5.57821
2019-03-23,3.65569
2019-03-24,3.74308
2019-03-25,4.80629
2019-03-26,6.36469
2019-03-27,7.29682
2019-03-28,6.29187
2019-03-29,5.46169
2019-03-30,4.42761
2019-03-31,4.90824
2019-04-01,6.37926
2019-04-02,6.29187
2019-04-03,7.51529
2019-04-04,6.88901
2019-04-05,7.80658
2019-04-06,5.24322
2019-04-07,5.418
2019-04-08,7.70463
2019-04-09,9.26303
2019-04-10,9.05913
2019-04-11,9.62714
2019-04-12,10.86513
2019-04-13,6.83076
2019-04-14,6.48121
2019-04-15,8.66588
2019-04-16,10.77774
2019-04-17,9.97669
2019-04-18,9.69997
2019-04-19,9.37955
2019-04-20,5.06845
2019-04-21,6.0734
2019-04-22,8.25808
